(VT("/vin") - 0.6) X,(VT("/vin") - 0.6) Y,((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) X,((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) Y,/vin X,/vin Y
1.026269561416302e-08,-0.1942528904560686,1.026269561416302e-08,-0.0001952148807946502,1.026269561416302e-08,0.4057471095439313
1.027842242415943e-08,-0.1942440834424707,1.027842242415943e-08,-7.313359365974252e-05,1.027842242415943e-08,0.4057559165575293
1.030445132381534e-08,-0.1942295072586633,1.030445132381534e-08,-1.963071343186389e-05,1.030445132381534e-08,0.4057704927413366
1.03441191714331e-08,-0.1942072932639974,1.03441191714331e-08,-6.107701007210499e-06,1.03441191714331e-08,0.4057927067360025
1.038699126881355e-08,-0.1941832848894643,1.038699126881355e-08,-2.953370709132256e-06,1.038699126881355e-08,0.4058167151105356
1.04360401289812e-08,-0.1941558175277705,1.04360401289812e-08,-1.389357215977828e-06,1.04360401289812e-08,0.4058441824722295
1.049245776731829e-08,-0.1941242236503017,1.049245776731829e-08,-4.518227190304667e-07,1.049245776731829e-08,0.4058757763496982
1.056303208289425e-08,-0.1940847020335792,1.056303208289425e-08,-7.339939086508503e-08,1.056303208289425e-08,0.4059152979664208
1.065427052164476e-08,-0.1940336085078789,1.065427052164476e-08,1.040459742561404e-07,1.065427052164476e-08,0.4059663914921211
1.078049454731046e-08,-0.1939629230535061,1.078049454731046e-08,1.265369295063288e-07,1.078049454731046e-08,0.4060370769464939
1.096783841948857e-08,-0.1938580104850863,1.096783841948857e-08,1.414523770034563e-07,1.096783841948857e-08,0.4061419895149136
1.128496643430773e-08,-0.1936804187967877,1.128496643430773e-08,1.306074146666753e-07,1.128496643430773e-08,0.4063195812032123
1.18121107919272e-08,-0.1933852179565207,1.18121107919272e-08,1.401232360890029e-07,1.18121107919272e-08,0.4066147820434792
1.253519307554238e-08,-0.1929802918776962,1.253519307554238e-08,1.31334263871493e-07,1.253519307554238e-08,0.4070197081223038
1.354781365891228e-08,-0.1924132243510091,1.354781365891228e-08,1.396427847564954e-07,1.354781365891228e-08,0.4075867756489909
1.499035483598148e-08,-0.1916054012918503,1.499035483598148e-08,1.31660373001704e-07,1.499035483598148e-08,0.4083945987081496
1.71061562455714e-08,-0.19042055250248,1.71061562455714e-08,1.394233902811554e-07,1.71061562455714e-08,0.40957944749752
2e-08,-0.1888,2e-08,1.318110344080729e-07,2e-08,0.4112
2.00025e-08,-0.1887986,2.00025e-08,6.933997637967699e-05,2.00025e-08,0.4112014
2.00050239544229e-08,-0.1887971865855231,2.00050239544229e-08,0.0001179771515960205,2.00050239544229e-08,0.4112028134144768
2.000763710897462e-08,-0.1887957232189741,2.000763710897462e-08,0.0001390582949894562,2.000763710897462e-08,0.4112042767810258
2.001e-08,-0.1887944,2.001e-08,8.992348647086778e-05,2.001e-08,0.4112056
2.001043884157555e-08,-0.1887941542487176,2.001043884157555e-08,7.301053147107233e-05,2.001043884157555e-08,0.4112058457512823
2.001116964857699e-08,-0.1887937449967969,2.001116964857699e-08,4.823658191848899e-05,2.001116964857699e-08,0.4112062550032031
2.001180347242502e-08,-0.1887933900554419,2.001180347242502e-08,2.992688752826603e-05,2.001180347242502e-08,0.411206609944558
2.001307112012109e-08,-0.1887926801727322,2.001307112012109e-08,6.40295814681668e-07,2.001307112012109e-08,0.4112073198272678
2.001560641551321e-08,-0.1887912604073125,2.001560641551321e-08,-3.58989848637361e-05,2.001560641551321e-08,0.4112087395926874
2.001889698313771e-08,-0.1887894176894429,2.001889698313771e-08,-5.483966039203385e-05,2.001889698313771e-08,0.4112105823105571
2.002278639723565e-08,-0.188787239617548,2.002278639723565e-08,-5.597005529211805e-05,2.002278639723565e-08,0.411212760382452
